customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
qs29824,nevada,M,College,9624.938903,0,134,0,Personal Auto,SUV,964.8
of12725,california,F,Bachelor,7080.131872,28139,97,2,Personal Auto,Four-Door Car,465.6
we52840,arizona,F,College,7053.302737,52982,89,0,Corporate Auto,Four-Door Car,31.356274
oj65117,oregon,F,Bachelor,5365.54161,77095,68,1,Personal Auto,Four-Door Car,461.841879
fc52000,oregon,F,College,4306.55935,26322,111,2,Corporate Auto,SUV,180.346146
in57582,california,F,College,5970.816921,25125,81,1,Corporate Auto,Four-Door Car,583.2
uy13430,oregon,F,High School or Below,8879.790017,52583,113,0,Special Auto,SUV,528.20086
pd66941,arizona,M,Bachelor,4458.113369,17622,65,1,Personal Auto,Four-Door Car,312.0
ib36843,california,M,Master,5565.892477,90607,70,0,Personal Auto,Four-Door Car,311.514116
ve51810,arizona,M,Bachelor,5813.242121,42795,73,0,Personal Auto,Four-Door Car,350.4
rx50446,arizona,F,High School or Below,8365.963454,27042,110,0,Personal Auto,Four-Door Car,1263.325007
tk22471,oregon,M,College,7275.921106,27984,62,1,Personal Auto,Four-Door Car,445.361629
yr85283,nevada,F,High School or Below,15083.78498,26021,126,0,Personal Auto,SUV,331.847478
wh83589,arizona,F,High School or Below,8458.912476,25448,71,0,Personal Auto,Four-Door Car,345.022359
nm40177,california,M,Bachelor,8010.968982,52009,68,0,Personal Auto,Four-Door Car,250.416569
uv44069,oregon,F,High School or Below,2514.428561,23504,69,0,Corporate Auto,Two-Door Car,374.399828
co25601,washington,M,High School or Below,4112.625047,0,71,3,Personal Auto,Four-Door Car,569.761582
is58493,oregon,M,Master,4369.697742,40774,110,1,Personal Auto,Sports Car,394.968488
yf54705,nevada,M,College,7356.010439,36812,92,1,Personal Auto,Two-Door Car,392.695097
es66762,oregon,F,Bachelor,10656.88195,72540,88,0,Personal Auto,Two-Door Car,631.743039
cx85598,arizona,M,Bachelor,5365.975978,51240,70,2,Personal Auto,Four-Door Car,283.849464
qf74806,california,M,College,6047.02516,20396,76,1,Personal Auto,Four-Door Car,364.8
lo17461,arizona,F,High School or Below,2885.742441,35654,72,0,Personal Auto,Two-Door Car,515.122954
kw95891,oregon,F,High School or Below,2635.148447,93884,65,0,Personal Auto,Four-Door Car,312.0
yr45605,oregon,F,Bachelor,2413.888405,0,68,0,Personal Auto,Four-Door Car,379.209349
ow83209,nevada,M,Bachelor,8341.929905,30344,107,0,Personal Auto,SUV,342.832065
at86990,arizona,F,Bachelor,2487.256248,28738,62,0,Personal Auto,Two-Door Car,81.609951
cw80905,nevada,M,High School or Below,9212.613275,70958,115,0,Personal Auto,Sports Car,115.400119
tk65222,california,M,Bachelor,16407.66461,22103,109,0,Personal Auto,Four-Door Car,160.338007
fq89652,oregon,F,College,7017.145586,0,103,0,Special Auto,SUV,741.6
ph70685,california,F,Bachelor,5481.502923,70795,68,0,Corporate Auto,Four-Door Car,177.948654
ap34711,arizona,F,Master,10382.38098,32821,129,0,Personal Auto,SUV,25.89566
az31562,arizona,M,College,5498.940679,22520,73,0,Personal Auto,Four-Door Car,350.4
vu87728,nevada,M,High School or Below,4846.322223,0,72,0,Personal Auto,Four-Door Car,518.4
xx34879,oregon,M,College,14718.11779,56263,93,0,Corporate Auto,Four-Door Car,446.4
gg91020,nevada,M,Bachelor,9656.759549,0,72,0,Personal Auto,Four-Door Car,345.6
ro58812,california,M,College,4466.101762,0,64,0,Personal Auto,Four-Door Car,307.2
gu29647,oregon,M,Bachelor,21423.63723,0,65,0,Personal Auto,Two-Door Car,312.0
qf66202,nevada,M,College,2531.73969,31993,66,1,Personal Auto,Four-Door Car,39.627399
gb44176,arizona,M,College,8378.357502,40994,106,0,Personal Auto,Four-Door Car,60.227339
rh70194,nevada,M,Bachelor,5093.007525,29638,64,0,Personal Auto,Four-Door Car,307.2
tl40288,oregon,F,College,13352.56134,0,119,0,Personal Auto,Four-Door Car,729.595208
vz70667,oregon,F,College,14206.98091,26056,73,0,Personal Auto,Four-Door Car,355.558088
gk21260,oregon,F,Doctor,10232.85415,22821,131,0,Personal Auto,SUV,740.05751
gs92994,washington,F,College,15435.68882,84581,96,0,Personal Auto,Four-Door Car,4.334425
ki91500,california,F,High School or Below,8641.046574,22193,74,0,Personal Auto,Two-Door Car,415.535724
tl51969,washington,M,Bachelor,7334.915821,30969,63,1,Personal Auto,Two-Door Car,358.225234
nr16284,california,F,College,7462.926263,70263,93,0,Personal Auto,Two-Door Car,7.345946
ma68039,california,M,High School or Below,3635.028312,35056,96,3,Personal Auto,Two-Door Car,460.8
zi51939,oregon,M,College,5525.836623,73435,69,0,Corporate Auto,Two-Door Car,331.2
nx93393,oregon,M,High School or Below,4335.353131,86096,108,0,Corporate Auto,Two-Door Car,518.4
se30128,california,M,High School or Below,4832.117309,0,139,0,Personal Auto,SUV,1000.8
vt78222,oregon,M,Master,9267.920019,55808,116,0,Personal Auto,SUV,551.413755
ah17051,california,M,Bachelor,14700.49784,29695,94,0,Personal Auto,Four-Door Car,554.143798
nc76877,california,F,Bachelor,4905.127076,88043,61,0,Corporate Auto,Four-Door Car,188.717606
jd71348,california,M,College,7289.297853,60875,92,0,Personal Auto,Four-Door Car,410.846025
dr88293,arizona,M,Bachelor,8478.824155,0,77,0,Personal Auto,Four-Door Car,12.603783
zb23962,oregon,M,High School or Below,7952.836873,0,118,0,Personal Auto,SUV,849.6
jo90877,washington,F,Bachelor,2869.997625,70974,71,0,Personal Auto,Four-Door Car,340.8
ir45546,oregon,F,Bachelor,10529.84867,37518,131,0,Special Auto,Sports Car,472.850932
lo99872,oregon,M,College,5497.659883,28128,70,0,Personal Auto,Two-Door Car,336.0
cw16221,oregon,F,Bachelor,7090.468528,45254,93,3,Corporate Auto,Four-Door Car,446.4
uu92753,oregon,F,Doctor,26416.25478,85537,108,0,Personal Auto,SUV,285.276083
wh63678,oregon,M,Master,2727.682464,74608,68,1,Corporate Auto,Four-Door Car,407.68374
te31876,california,F,High School or Below,11814.53241,41004,102,3,Personal Auto,Sports Car,489.6
mu59158,arizona,F,Master,4090.750678,38884,102,0,Personal Auto,Two-Door Car,423.819864
lv57595,california,F,Master,5181.620895,97131,64,0,Corporate Auto,Four-Door Car,307.2
gy99495,oregon,M,Master,6172.392406,0,84,0,Corporate Auto,Four-Door Car,403.2
fn67085,california,M,College,2487.358049,22331,64,0,Corporate Auto,Four-Door Car,61.20919
us82470,arizona,M,Bachelor,13094.2046,37541,109,0,Corporate Auto,SUV,96.212835
un53508,oregon,F,Bachelor,4688.459288,27357,61,0,Corporate Auto,Four-Door Car,292.8
fk37308,oregon,F,Doctor,2703.466256,0,72,0,Corporate Auto,Two-Door Car,41.927219
ew34780,california,F,Bachelor,11315.20373,11885,101,0,Personal Auto,Four-Door Car,484.8
hg97353,oregon,F,Bachelor,8679.838135,52717,109,0,Corporate Auto,Four-Door Car,60.151529
fm31768,arizona,F,High School or Below,5979.724161,57693,76,0,Personal Auto,Four-Door Car,547.2
do18118,oregon,F,High School or Below,10996.71336,0,104,0,Personal Auto,SUV,748.8
bc31913,arizona,F,Bachelor,11718.41696,73903,73,0,Corporate Auto,Four-Door Car,439.361029
hb29169,washington,F,Bachelor,42462.96794,0,281,1,Personal Auto,Luxury SUV,1499.806352
ko86181,oregon,F,College,6941.872931,0,111,3,Personal Auto,SUV,532.8
nt38409,california,M,College,2551.314013,79452,65,0,Corporate Auto,Four-Door Car,187.683707
ip77666,nevada,F,Bachelor,10656.88195,72540,88,0,Personal Auto,Two-Door Car,631.743039
kl80110,arizona,F,College,9333.333631,89513,116,0,Personal Auto,SUV,232.945977
kr35099,washington,M,College,7507.455372,60920,64,0,Personal Auto,Two-Door Car,231.201886
yp41539,oregon,F,High School or Below,5320.081159,88669,66,1,Personal Auto,Four-Door Car,213.574473
mm10866,california,F,Bachelor,8609.158215,79090,107,0,Personal Auto,SUV,289.040734
wd88264,washington,M,High School or Below,12298.6863,17101,113,0,Corporate Auto,SUV,542.4
xn18885,oregon,M,High School or Below,7285.030983,44788,61,0,Personal Auto,Four-Door Car,386.031248
vb94165,nevada,M,Master,6714.070698,0,93,1,Special Auto,Two-Door Car,604.270179
fg71665,arizona,M,Bachelor,2810.464447,26790,71,0,Personal Auto,Two-Door Car,340.8
iv98398,california,M,Bachelor,15320.37177,81955,126,0,Corporate Auto,SUV,720.054248
yn39714,oregon,F,High School or Below,8488.561363,80213,70,0,Personal Auto,Two-Door Car,440.268527
wl92199,arizona,M,Doctor,2379.195759,0,66,0,Personal Auto,Four-Door Car,90.989464
kc36987,oregon,M,Bachelor,13334.26763,47950,170,1,Personal Auto,SUV,780.990942
jw24212,oregon,M,Bachelor,3123.080994,0,101,4,Personal Auto,SUV,960.115399
og57342,washington,M,Doctor,2382.706153,0,65,0,Corporate Auto,Four-Door Car,312.0
sn49269,oregon,M,High School or Below,7812.889738,72353,66,0,Personal Auto,Two-Door Car,316.8
re52529,california,F,High School or Below,14024.35839,81872,115,0,Corporate Auto,Four-Door Car,256.43803
eq68292,arizona,M,Bachelor,5334.784887,74606,68,0,Corporate Auto,Two-Door Car,109.112713
kf88603,oregon,M,High School or Below,9700.35416,0,138,0,Personal Auto,SUV,993.6
jr62870,california,M,High School or Below,5703.288862,41438,72,0,Personal Auto,Two-Door Car,323.836677
nn40477,arizona,F,Bachelor,4280.747008,52679,110,2,Personal Auto,Sports Car,528.0
jp40952,arizona,M,High School or Below,3398.052277,0,101,0,Personal Auto,SUV,1183.780098
fg24548,oregon,M,Bachelor,11044.10847,44524,70,0,Personal Auto,Four-Door Car,200.768848
dz89536,oregon,M,Master,3237.996209,60244,83,3,Corporate Auto,Four-Door Car,326.281835
gh64274,california,M,High School or Below,25805.26839,22711,82,0,Personal Auto,Two-Door Car,393.6
nx62002,oregon,M,College,17497.52201,0,73,0,Corporate Auto,Two-Door Car,350.4
cv57391,arizona,F,Bachelor,22261.0224,50398,71,0,Personal Auto,Four-Door Car,339.42418
zn36983,california,M,College,9006.598402,0,86,1,Personal Auto,Four-Door Car,412.8
ot40088,oregon,F,High School or Below,9904.977027,0,66,0,Personal Auto,Four-Door Car,475.2
cd56261,california,F,High School or Below,7432.203079,0,102,0,Corporate Auto,SUV,1037.274096
og72448,arizona,M,Bachelor,8150.573759,0,114,0,Personal Auto,Four-Door Car,1310.46158
ih64929,california,M,High School or Below,4956.247235,87197,63,0,Personal Auto,Two-Door Car,247.402353
fd20455,california,M,Bachelor,6537.051379,0,100,0,Personal Auto,Sports Car,720.0
et89070,california,F,High School or Below,9448.833931,85221,117,0,Personal Auto,Sports Car,516.907624
dy87071,arizona,M,High School or Below,7519.133631,96306,95,1,Personal Auto,Four-Door Car,185.355353
ax10148,california,F,Bachelor,2409.368488,0,66,0,Personal Auto,Four-Door Car,316.8
db28487,california,F,High School or Below,17041.4383,22249,64,0,Personal Auto,Four-Door Car,455.191595
ku92052,california,F,High School or Below,4398.047053,0,62,0,Personal Auto,Four-Door Car,382.067564
fb17016,oregon,F,Bachelor,5470.060561,54507,138,0,Personal Auto,SUV,702.990032
bm45823,oregon,M,College,3173.032243,0,101,4,Personal Auto,Four-Door Car,484.8
nn53003,california,M,College,13258.17973,20754,184,0,Personal Auto,Luxury SUV,1324.8
lf94873,california,F,College,13045.37088,0,190,1,Personal Auto,SUV,1654.202174
vb57504,california,M,High School or Below,2560.691306,30027,65,0,Personal Auto,Four-Door Car,312.0
nt25078,nevada,M,Bachelor,3387.77901,23156,88,2,Special Auto,Four-Door Car,422.4
fh86704,california,M,High School or Below,6439.330195,0,93,0,Personal Auto,Four-Door Car,669.6
kx32370,california,M,College,7078.948599,23222,90,0,Corporate Auto,Two-Door Car,252.938842
nn76284,california,F,College,2417.763236,0,65,0,Corporate Auto,Four-Door Car,468.0
lj43988,california,F,Master,20492.7355,27317,102,0,Personal Auto,Four-Door Car,489.6
mm44301,california,F,College,7805.31287,21073,106,1,Corporate Auto,SUV,508.8
ed63600,california,M,College,22062.54841,0,225,0,Corporate Auto,Luxury Car,1620.0
rt37588,arizona,F,High School or Below,11218.44173,69268,93,0,Personal Auto,Two-Door Car,19.170855
lf19061,arizona,F,High School or Below,5427.484591,74561,68,1,Personal Auto,Two-Door Car,234.393625
ew73451,arizona,M,High School or Below,2592.437797,72421,65,0,Personal Auto,Four-Door Car,312.0
uc29668,oregon,F,Master,2601.351096,0,71,0,Corporate Auto,Two-Door Car,17.029835
zc32761,arizona,M,Bachelor,8433.228985,57961,72,0,Personal Auto,Two-Door Car,38.513959
fq22639,california,M,College,2967.670797,35205,76,0,Personal Auto,Four-Door Car,178.839506
yz60434,oregon,M,Master,5380.091626,0,74,0,Personal Auto,Four-Door Car,59.026302
mj45965,oregon,M,High School or Below,8059.893671,72309,68,0,Personal Auto,Four-Door Car,244.727144
is95398,nevada,F,Bachelor,8444.840217,76352,109,2,Personal Auto,SUV,501.83778
lz81665,washington,M,High School or Below,9655.442955,0,100,2,Personal Auto,SUV,720.0
op43389,california,F,College,8178.235107,29057,102,0,Corporate Auto,SUV,489.6
pi98333,oregon,F,Bachelor,2353.179121,0,66,0,Personal Auto,Four-Door Car,501.153571
yx67409,california,M,Bachelor,8058.659713,25595,101,0,Personal Auto,SUV,484.8
xr85926,oregon,M,Bachelor,8012.365866,58058,67,0,Personal Auto,Four-Door Car,355.198918
mj54807,nevada,M,Bachelor,16473.16905,22828,106,0,Personal Auto,SUV,508.8
ax36597,arizona,F,College,5907.151868,0,81,0,Personal Auto,Four-Door Car,390.161912
ic94434,california,F,Bachelor,8257.666512,23815,73,0,Corporate Auto,Four-Door Car,424.330166
zx56541,california,M,Bachelor,4954.292104,45329,65,3,Personal Auto,Two-Door Car,312.0
ri76571,washington,M,Master,43026.52149,59349,119,0,Personal Auto,SUV,222.032326
yl78930,oregon,M,College,3794.964613,19794,105,0,Personal Auto,Four-Door Car,504.0
zx17330,arizona,M,Bachelor,2537.383207,92401,64,0,Personal Auto,Four-Door Car,50.359627
mk92016,oregon,M,Bachelor,8026.04923,0,109,0,Corporate Auto,SUV,898.430079
kh93541,nevada,F,College,7786.676381,83000,97,1,Corporate Auto,Four-Door Car,378.5566
ug12132,washington,F,College,5256.923177,77693,65,0,Personal Auto,Four-Door Car,225.045919
bv35683,arizona,F,Bachelor,8256.2978,62902,69,0,Personal Auto,Two-Door Car,159.383042
pn69476,nevada,M,Master,2453.336242,0,70,2,Personal Auto,Two-Door Car,449.601961
hb70063,washington,M,College,4312.769798,43386,111,0,Personal Auto,SUV,413.002348
cr59224,california,M,Bachelor,5556.91458,29120,72,0,Corporate Auto,Two-Door Car,345.6
rh97231,washington,M,Bachelor,8693.995589,48893,110,0,Personal Auto,SUV,787.88953
fy67942,california,F,College,11830.95192,92931,146,0,Personal Auto,SUV,503.144025
hg68775,washington,F,College,4506.485006,15462,115,0,Corporate Auto,Four-Door Car,611.941558
ed28429,washington,M,Bachelor,4159.593921,0,62,0,Personal Auto,Two-Door Car,446.4
ih17933,washington,M,College,4462.445111,70088,112,0,Personal Auto,SUV,536.481665
ne67816,oregon,M,College,2515.259002,25558,63,0,Personal Auto,Four-Door Car,453.6
qj65091,arizona,F,High School or Below,8007.399376,0,112,0,Corporate Auto,Sports Car,537.6
tr75465,washington,M,Master,9901.278118,0,134,0,Personal Auto,SUV,643.2
lm12349,washington,F,Bachelor,12282.84085,36328,155,0,Corporate Auto,SUV,388.148089
xz62712,washington,F,High School or Below,44468.02303,32948,127,1,Personal Auto,SUV,1428.972913
sl70555,california,M,Bachelor,8184.585992,69114,103,0,Personal Auto,SUV,162.199584
xi31845,oregon,F,High School or Below,16007.94954,45302,133,0,Personal Auto,SUV,638.4
dq34772,arizona,M,High School or Below,6361.845408,0,88,0,Personal Auto,Four-Door Car,110.527627
xu57332,california,F,College,8736.501241,53173,112,0,Personal Auto,SUV,1169.409787
sj87108,arizona,F,Bachelor,4334.064096,23904,123,3,Corporate Auto,SUV,590.4
pl33465,arizona,F,Bachelor,4376.363592,63774,111,0,Personal Auto,Four-Door Car,60.036683
xl80761,california,M,College,9294.088719,67544,116,0,Corporate Auto,SUV,556.8
sb41594,california,M,College,2543.003943,26691,65,0,Personal Auto,Four-Door Car,312.0
ub51030,washington,F,High School or Below,6582.450781,0,62,0,Special Auto,Four-Door Car,297.6
kt46283,california,M,College,4686.469674,58089,118,0,Corporate Auto,SUV,566.4
wz65217,nevada,M,Bachelor,14325.15261,0,136,0,Personal Auto,SUV,652.8
jb11283,california,M,Bachelor,12743.35175,99583,64,0,Personal Auto,Four-Door Car,99.674341
tm13014,california,M,Bachelor,2434.08581,0,68,0,Personal Auto,Four-Door Car,271.489602
qs81789,oregon,F,Bachelor,25107.09812,24410,73,0,Corporate Auto,Four-Door Car,350.4
fp78531,california,F,Bachelor,13432.00289,68956,118,2,Personal Auto,SUV,118.538444
rn41087,california,F,High School or Below,2753.780996,0,73,0,Personal Auto,Four-Door Car,298.671049
wj88394,nevada,F,College,8653.302322,20588,113,0,Personal Auto,SUV,586.390393
lh94971,oregon,M,Bachelor,7057.888812,37840,90,0,Corporate Auto,Four-Door Car,432.0
vw34309,oregon,F,Bachelor,5906.940238,43440,74,0,Personal Auto,Four-Door Car,128.21198
xh47320,nevada,F,Master,2937.424534,83195,73,1,Personal Auto,Two-Door Car,332.693627
gx13549,california,F,High School or Below,4974.235309,0,70,0,Personal Auto,Four-Door Car,336.0
vy32314,oregon,M,High School or Below,4268.618821,43209,110,0,Personal Auto,Sports Car,528.0
tf65501,california,F,High School or Below,4601.913754,37308,115,0,Personal Auto,SUV,552.0
eo24423,arizona,M,Master,2404.633766,22239,62,0,Personal Auto,Four-Door Car,297.6
la79102,california,F,Doctor,7638.442811,66106,95,1,Personal Auto,Two-Door Car,250.323257
ft74388,nevada,M,High School or Below,4623.624811,97065,117,0,Personal Auto,SUV,561.6
ze59592,oregon,M,College,5470.181751,24910,69,0,Personal Auto,Two-Door Car,746.107437
ju64043,oregon,M,Master,4999.34581,49414,68,5,Personal Auto,Four-Door Car,159.631303
tr96772,arizona,F,High School or Below,15956.51879,61148,132,0,Personal Auto,Sports Car,98.206649
dq35195,arizona,F,Bachelor,9275.681452,52494,119,0,Corporate Auto,Two-Door Car,571.2
no74162,arizona,M,High School or Below,7595.335237,20538,104,0,Personal Auto,SUV,499.2
xp52012,arizona,M,High School or Below,24258.71383,0,89,0,Personal Auto,Two-Door Car,538.689882
hq16068,washington,M,High School or Below,24636.96719,73716,103,0,Special Auto,Sports Car,162.662641
qm78112,washington,M,Bachelor,2810.464447,26790,71,0,Personal Auto,Two-Door Car,340.8
gi30974,oregon,M,Bachelor,2337.356699,0,65,0,Corporate Auto,Four-Door Car,468.0
nm51858,oregon,M,High School or Below,4668.043154,53252,117,0,Personal Auto,SUV,561.6
zl37444,california,M,Doctor,10972.06778,24164,137,0,Personal Auto,Sports Car,657.6
ci60365,california,F,High School or Below,34611.37896,20090,109,0,Special Auto,Sports Car,523.2
ix45386,arizona,M,College,2478.833596,81721,63,0,Personal Auto,Four-Door Car,133.90029
zo29478,washington,F,High School or Below,26197.41498,18495,113,0,Personal Auto,SUV,542.4
ng34818,california,M,Bachelor,6282.079645,42314,80,0,Personal Auto,Four-Door Car,56.39419
ee95568,california,F,Bachelor,10954.38352,89892,135,0,Personal Auto,SUV,526.248798
lm84166,california,M,Bachelor,3164.378577,0,92,1,Personal Auto,Two-Door Car,662.4
ro32883,oregon,F,Bachelor,7804.597655,0,117,4,Personal Auto,Four-Door Car,91.055318
oi68331,california,F,Doctor,5207.197499,21576,65,0,Personal Auto,Four-Door Car,312.0
pw95813,oregon,F,High School or Below,2886.451602,10312,78,0,Personal Auto,Four-Door Car,486.278557
lm50087,arizona,F,College,2483.642397,50632,62,0,Corporate Auto,Two-Door Car,54.961039
jd82896,california,F,High School or Below,4896.261605,0,139,0,Personal Auto,SUV,1000.8
ka62636,oregon,M,High School or Below,4928.001408,97917,67,5,Personal Auto,Two-Door Car,279.184512
vg85511,arizona,M,College,8759.592518,28280,116,0,Personal Auto,Sports Car,556.8
gt18023,california,F,High School or Below,11281.52451,86195,139,0,Special Auto,SUV,601.667902
vi35467,nevada,F,Master,4315.6705,89797,106,0,Personal Auto,SUV,70.958361
lf75926,arizona,M,College,4491.909095,0,63,0,Personal Auto,Four-Door Car,302.4
ss13550,nevada,M,High School or Below,6745.248379,0,192,0,Personal Auto,Luxury SUV,1921.248929
aa34092,california,M,College,28799.95415,33635,240,0,Personal Auto,Luxury SUV,1152.0
gq15708,oregon,M,Bachelor,14503.02129,29790,194,0,Personal Auto,Luxury SUV,931.2
jr72064,arizona,M,High School or Below,8270.625331,44656,70,0,Personal Auto,Two-Door Car,336.0
an79079,arizona,M,Doctor,12731.95161,40870,105,0,Personal Auto,SUV,504.0
ds45844,california,M,College,4167.094538,0,117,0,Corporate Auto,Sports Car,94.94292
qj90136,california,F,High School or Below,10455.48983,28363,133,0,Personal Auto,Sports Car,638.4
os95734,california,F,Bachelor,7074.398104,94508,88,0,Personal Auto,Four-Door Car,491.384479
kt21352,oregon,M,High School or Below,7046.478698,0,64,0,Personal Auto,Four-Door Car,324.695555
cg33085,oregon,M,Doctor,13357.44544,0,124,0,Personal Auto,SUV,696.034509
iu94124,arizona,M,College,18708.75831,0,77,1,Personal Auto,Four-Door Car,554.4
hw93117,california,F,Bachelor,8169.334846,0,116,0,Corporate Auto,Sports Car,835.2
on63161,oregon,F,High School or Below,8583.272854,18017,114,0,Personal Auto,Four-Door Car,547.2
ht64629,washington,F,High School or Below,12234.36232,0,117,0,Personal Auto,SUV,930.594707
xe59612,nevada,M,High School or Below,7185.673718,63741,91,0,Corporate Auto,Four-Door Car,36.980596
vz39362,oregon,F,High School or Below,9060.204521,57078,113,1,Personal Auto,Sports Car,542.4
sl71970,oregon,F,High School or Below,2336.177331,0,67,0,Special Auto,Four-Door Car,458.661381
yo29244,oregon,F,Bachelor,7995.41091,25239,100,0,Personal Auto,SUV,150.96491
tn85931,oregon,F,High School or Below,5897.555427,29227,74,0,Special Auto,Two-Door Car,421.19002
pp92749,california,F,Bachelor,3939.00637,60021,99,0,Special Auto,Four-Door Car,882.871945
mb54287,oregon,F,Bachelor,2695.352444,0,73,0,Personal Auto,Four-Door Car,780.57363
jq93340,nevada,M,High School or Below,5459.216794,83208,68,0,Special Auto,Four-Door Car,325.866271
ln20978,oregon,F,Bachelor,10721.61076,25983,90,0,Corporate Auto,Four-Door Car,432.0
zd59913,oregon,F,High School or Below,2491.257604,25965,65,0,Corporate Auto,Four-Door Car,329.206567
bg80246,arizona,F,College,5570.17755,22679,72,0,Personal Auto,Two-Door Car,345.6
vp48253,arizona,M,High School or Below,5100.737803,41186,70,4,Personal Auto,Four-Door Car,242.320409
br39076,california,F,High School or Below,7633.821822,0,67,0,Personal Auto,Four-Door Car,445.702958
zd29731,california,M,College,4656.665064,29070,61,2,Personal Auto,Two-Door Car,292.8
qr88427,nevada,F,Bachelor,4363.1982,0,63,0,Personal Auto,Four-Door Car,302.4
wn69789,california,F,College,2526.729022,33485,63,0,Personal Auto,Four-Door Car,343.705799
lz39487,washington,F,High School or Below,5122.718927,58206,64,0,Personal Auto,Four-Door Car,454.188803
go42840,oregon,M,High School or Below,2483.544888,87492,62,0,Personal Auto,Two-Door Car,264.461805
sr96970,oregon,M,Bachelor,3489.276369,0,98,0,Personal Auto,Four-Door Car,705.6
ed90879,nevada,M,Bachelor,7325.917302,20757,102,3,Corporate Auto,Four-Door Car,216.4268
ss69401,oregon,F,College,4841.057535,23449,61,0,Corporate Auto,Four-Door Car,292.8
vf32335,arizona,M,College,19964.39708,0,192,0,Personal Auto,Luxury SUV,921.6
wx14028,nevada,F,College,32450.39142,60455,104,0,Personal Auto,SUV,499.2
fp99321,washington,M,High School or Below,2628.171324,0,89,4,Personal Auto,Four-Door Car,640.8
qf21628,california,M,High School or Below,3095.627124,53588,77,0,Personal Auto,Four-Door Car,369.6
or40901,california,M,Doctor,12731.95161,40870,105,0,Corporate Auto,SUV,504.0
nf82527,arizona,M,Bachelor,2631.564135,0,71,0,Personal Auto,Two-Door Car,340.8
gd84658,nevada,F,High School or Below,35984.10457,0,129,0,Corporate Auto,Sports Car,1267.549091
pa14842,washington,F,High School or Below,2906.893312,45128,72,0,Special Auto,Four-Door Car,66.667784
sa45648,california,M,Bachelor,10628.06415,90874,137,4,Personal Auto,SUV,459.785009
iq37561,arizona,F,High School or Below,7590.961288,52823,95,0,Personal Auto,Two-Door Car,125.768818
tp34946,california,M,College,5108.038755,26784,67,0,Corporate Auto,Four-Door Car,482.4
tl20040,oregon,M,College,13989.84697,22354,118,0,Personal Auto,SUV,775.526054
jm96431,oregon,M,College,3115.704933,54420,80,0,Personal Auto,Four-Door Car,576.0
ln10007,oregon,F,College,13369.44267,50800,112,0,Corporate Auto,Sports Car,621.218119
wy17451,oregon,F,College,8621.185568,0,87,1,Personal Auto,Four-Door Car,417.6
xs30210,arizona,M,College,10359.01985,84583,65,0,Corporate Auto,Four-Door Car,238.868659
ud27331,nevada,M,Bachelor,3241.838403,33701,88,3,Personal Auto,Four-Door Car,460.815578
hc52114,california,F,Bachelor,4344.99018,0,63,0,Corporate Auto,Four-Door Car,462.63613
wg50184,arizona,F,Doctor,5332.462694,68931,66,0,Corporate Auto,Four-Door Car,309.577946
bq99053,oregon,M,College,7692.456014,0,105,0,Personal Auto,Four-Door Car,504.0
iy77611,arizona,M,High School or Below,26223.81193,0,115,1,Corporate Auto,SUV,828.0
er24015,arizona,M,College,6930.625422,29318,198,5,Personal Auto,SUV,1386.824722
sg71810,oregon,F,College,11610.25439,41503,73,0,Personal Auto,Two-Door Car,15.001594
oq10108,oregon,M,High School or Below,8937.118615,0,126,0,Personal Auto,SUV,604.8
on45263,california,F,Bachelor,2462.859762,0,69,0,Personal Auto,Two-Door Car,427.25055
rd15786,oregon,M,Bachelor,2300.691547,25905,63,0,Personal Auto,Four-Door Car,302.4
tu64352,oregon,F,College,4078.023331,0,116,0,Personal Auto,Sports Car,835.2
cr12479,nevada,F,College,2868.598866,40046,73,0,Personal Auto,Four-Door Car,118.509791
aw36627,california,F,High School or Below,4428.031583,58577,110,0,Personal Auto,SUV,303.872752
ud31660,california,M,Bachelor,4061.590219,70129,103,1,Personal Auto,Four-Door Car,130.495798
ql18084,nevada,M,Master,18504.2801,91268,229,0,Corporate Auto,Luxury Car,737.737825
dj11965,california,F,College,4904.894731,12902,139,0,Personal Auto,Sports Car,667.2
lt16517,oregon,F,High School or Below,10827.87278,62053,134,0,Personal Auto,SUV,614.03209
jg77605,nevada,F,Bachelor,5745.121547,30389,73,0,Personal Auto,Four-Door Car,278.932051
pd94851,nevada,M,Bachelor,2423.259778,15585,65,0,Personal Auto,Two-Door Car,67.618365
nk27819,arizona,M,College,5926.729379,23091,96,5,Personal Auto,Four-Door Car,460.8
pl28709,california,F,College,4605.036646,22571,63,0,Personal Auto,Four-Door Car,302.4
dy35560,oregon,M,High School or Below,2132.771675,0,61,0,Personal Auto,Four-Door Car,691.677138
lx23185,oregon,F,College,2643.71574,0,82,3,Personal Auto,Two-Door Car,393.6
na39347,california,M,College,5824.224192,73976,73,0,Personal Auto,Four-Door Car,338.529369
si32097,oregon,F,Bachelor,6889.6161,30814,87,0,Personal Auto,Four-Door Car,417.6
jd50909,arizona,F,Bachelor,3008.099115,80681,74,0,Corporate Auto,Four-Door Car,355.2
fb55024,oregon,F,High School or Below,3286.171949,60934,82,0,Personal Auto,Two-Door Car,393.6
nq51389,oregon,M,High School or Below,13552.77776,0,62,2,Corporate Auto,Two-Door Car,446.4
ea23961,california,F,College,5166.190278,80797,64,0,Personal Auto,Four-Door Car,300.940297
